股票编号,上市年限,所属行业,所属概念板块
843,11,制造业,预增;基金重仓(季调);涉矿;集成电路;科技龙头;芯片国产化;超涨;珠三角;大盘蓝筹;核高基;半导体产业;标普道琼斯概念;国家大基金;数字中国
844,22,批发和零售业,丝绸之路;预减
845,15,制造业,国家队;光伏;低价小市值;融资融券标的;融资融券;异质结电池(HIT)
846,17,制造业,股权转让;ST;西部水泥;水泥
847,1,制造业,封板新股;预增;超涨;次新股
848,2,制造业,合资企业
849,15,采矿业,*ST;ST概念;国家队;预减;地方国企
850,18,金融业,互联网金融;融资融券标的;超涨;水泥;融资融券;金控平台
851,7,信息传输、软件和信息技术服务业,新零售;移动支付;生物识别;股票质押;金融科技;O2O;数字货币;超涨;在线教育;职业教育
852,7,制造业,机器人
853,8,制造业,环保概念;摘帽;重组
854,2,制造业,高送转概念;预增;智能家居
855,21,制造业,MSCI大盘;地方国企;盐湖提锂;行业龙头;锂矿;高送转;融资融券;制造业单项冠军企业;超涨;小金属;融资融券标的;国家队;锂电池;甲醇;标普道琼斯概念
856,23,制造业,股权转让;十大军工集团;中字头;成渝特区;*ST;超涨;ST概念;央企
857,25,制造业,涉矿;地方国企;含B股的A股;浦东新区;人民币贬值;中国国际进口博览会
858,6,科学研究和技术服务业,超涨;轨道交通;PPP;可转债;员工持股
859,17,电力、热力、燃气及水生产和供应业,CDM项目;低价小市值;东北振兴;央企;国家队
860,6,制造业,太赫兹;集成电路;员工持股;基因检测;食品安全;生物识别
861,2,制造业,
862,24,批发和零售业,东北振兴;融资融券;行业龙头;融资融券标的;国家队;预减;标普道琼斯概念;股权转让;参股金融
863,8,制造业,基金重仓(季调);一线龙头;PM2.5;白马股;国家队;行业龙头;尾气治理;融资融券标的;融资融券;中小创蓝筹;MSCI中盘;预减;环保概念
864,20,水利、环境和公共设施管理业,高校;雄安新区;标普道琼斯概念;基金重仓(季调);融资融券标的;融资融券;污水处理;员工持股;国家队;股票质押;环保概念;一线龙头;固废处理;PPP;医废处理;MSCI大盘;垃圾发电
865,15,制造业,标普道琼斯概念;大盘蓝筹;融资融券标的;券商重仓;国家队;新疆振兴;丝绸之路;一带一路;融资融券
866,8,制造业,跨境电商;乳业;股票质押;文化传媒概念;超涨;可转债;动漫;二胎政策;K-12教育
867,8,制造业,生物疫苗;并购阶段(需定增);基因检测;体外诊断
868,20,建筑业,一带一路;央企;含可转债;轨道交通;标普道琼斯概念;小盘成长
869,10,制造业,重组
870,18,制造业,地方国企;融资融券标的;融资融券;超涨;预增
871,20,制造业,融资融券标的;合资企业;职业教育;外资并购;融资融券
872,14,批发和零售业,标普道琼斯概念;尾气治理;创投;乙醇汽油;融资融券标的;融资融券;原油储运;国家队;舟山新区
873,4,制造业,高送转概念;合资企业;工业4.0;国家队;超涨
874,1,制造业,基金减持;超涨;标普道琼斯概念;次新股
875,4,制造业,基金重仓(季调);科技龙头;超涨;人工智能;安防监控;护城河;股票质押;高铁
876,1,制造业,次新股
877,14,制造业,仿制药;标普道琼斯概念;医保概念
878,16,租赁和商务服务业,一带一路;参股消费金融;国家队;护城河;标普道琼斯概念;可转债;融资融券标的;征信;行业龙头;金融改革;融资融券;MSCI大盘;地方国企;电子商务;跨境电商;证金概念
879,8,制造业,移动互联网;股票质押;光纤;光通信;超涨;科技龙头;宽带提速;员工持股;标普道琼斯概念;大盘蓝筹;网络可视化
880,8,制造业,消费电子产业;标普道琼斯概念;融资融券标的;传感器;预增;超涨;5G应用;融资融券;无人驾驶;军民融合
881,24,制造业,CDM项目;国家队;融资融券标的;标普道琼斯概念;基金重仓(季调);地方国企;含H股的A股;预减;MSCI大盘;大盘蓝筹;融资融券
882,7,制造业,智能穿戴;电路板;集成电路;OLED;智能手表;预增;新型显示技术;标普道琼斯概念
883,16,制造业,预减;机器人;央企;工业4.0
884,18,制造业,大盘蓝筹;预减;并购阶段(需定增);东北振兴;地方国企;标普道琼斯概念
885,1,制造业,近端次新股;次新股
886,15,制造业,啤酒;地方国企;预减;最小市值
887,1,制造业,次新股
888,6,信息传输、软件和信息技术服务业,高送转概念;超涨;股票质押;员工持股;金融科技;操作系统;预减;密码学;网络安全
889,1,制造业,超涨;锂电池;新型显示技术;次新股;半导体材料;光伏;合资企业;半导体产业;含可转债;国产化创新
890,8,制造业,锂电电解液;国家队;可转债;员工持股;锂电池
891,7,农、林、牧、渔业,低价小市值;举牌;海南自贸港;反关税;生物育种
892,7,制造业,人民币贬值;绿色节能照明;基金重仓(季调);含可转债;员工持股;制造业单项冠军企业;可转债
893,3,制造业,国家队;雄安新区;建筑节能;装配式建筑
894,20,批发和零售业,超涨;央企;IPV6;融资融券;融资融券标的;预增;网络彩票;第三方支付;国企混改;车联网;电子商务;物联网
895,17,制造业,国家队;草甘膦;央企;虫害防治;融资融券;融资融券标的
896,7,制造业,股票质押;高送转概念;标普道琼斯概念;中日韩自贸区;数字货币;区块链;金融科技;第三方支付
897,4,制造业,国家队;重组;体育;股票质押;世界杯;员工持股;人民币贬值
898,6,制造业,员工持股;标普道琼斯概念;调味品
899,15,信息传输、软件和信息技术服务业,MSCI大盘;融资融券;互联网金融;5G应用;数字中国;员工持股;蚂蚁金服;融资融券标的;国家队;基金增仓;长三角;区块链;科技龙头;行业龙头;数字货币;人工智能;电子政务;标普道琼斯概念;核高基;预增;CDR概念
900,6,交通运输、仓储和邮政业,预增;地方国企
901,7,制造业,国家队;标普道琼斯概念;3D打印
902,1,制造业,预增;近端次新股;次新股
903,11,信息传输、软件和信息技术服务业,智慧医疗;高送转概念;国家队;文化传媒概念;融资融券标的;移动转售;网络游戏;融资融券;移动互联网;动漫
904,6,制造业,雄安新区;股票质押;建筑节能;装配式建筑;预减;国家队
905,25,制造业,融资融券;融资融券标的;国家队;新能源整车;含B股的A股;央企;预增;标普道琼斯概念
906,8,制造业,标普道琼斯概念;医保概念;预减;国家队;医药电商
907,10,制造业,虫害防治;金融改革;国家队;预增;员工持股;融资融券;标普道琼斯概念;融资融券标的
908,12,制造业,国家队;超涨;国资改革;中国建材集团;央企
909,21,制造业,打板;融资融券标的;地方国企;超涨;LNG;新能源汽车;融资融券
910,1,制造业,超涨;次新股
911,14,制造业,央企
912,24,建筑业,光伏;标普道琼斯概念;股票质押
913,7,信息传输、软件和信息技术服务业,第三方支付;融资融券;供应链金融;电子商务;融资融券标的;金融科技;互联网金融
914,2,信息传输、软件和信息技术服务业,高校;国产软硬件;高送转概念
915,2,制造业,标普道琼斯概念;医疗器械;超涨;生物疫苗;基金重仓(季调)
916,11,制造业,股票质押;低价小市值
917,26,制造业,智能电视;央企;含B股的A股;新型显示技术;标普道琼斯概念;超涨;消费电子产业
918,8,制造业,中小创蓝筹;预增;锂电池;小盘成长;员工持股
919,7,制造业,二线龙头;制造业单项冠军企业;新能源;光伏;基金重仓(季调);行业龙头;融资融券标的;中小创蓝筹;异质结电池(HIT);护城河;大盘蓝筹;能源互联网;员工持股;股票质押;融资融券
920,12,房地产业,锂电池;激光;江苏省国资;地方国企;芯片国产化;集成电路;超涨
921,7,制造业,低价小市值;文化传媒概念;乙醇汽油;互联网营销
922,1,制造业,次新股;光伏;新材料;预减
923,1,制造业,超涨;次新股;最小市值
924,18,采矿业,融资融券标的;融资融券;并购阶段(需定增);MSCI中盘;标普道琼斯概念
925,1,制造业,化妆品;次新股;近端次新股;超涨
926,1,交通运输、仓储和邮政业,次新股;标普道琼斯概念;含H股的A股;河北省国资;预减;地方国企
927,18,批发和零售业,含可转债;上海国资改革;浦东新区;预增;上海自贸区;重组;中国国际进口博览会;上海本地重组;物流骨干网;迪士尼;地方国企
928,24,房地产业,预增;新型城镇化;标普道琼斯概念;重组;珠三角;合资企业;股票质押
929,16,制造业,股票质押;预增;半导体分立器件
930,7,制造业,安防监控;高铁;股票质押;轨道交通;无人机;员工持股;工业互联网;车联网
931,7,制造业,举牌;国家队;超涨;股票质押;员工持股;食品安全
932,22,金融业,参股金融;期货概念;中日韩自贸区
933,22,批发和零售业,天津自贸区;超涨;含B股的A股;融资融券;融资融券标的
934,19,制造业,举牌;宽带提速;重组;供应链金融
935,17,批发和零售业,涉矿;小盘成长;融资融券;股票质押;融资融券标的
936,3,制造业,预增;装配式建筑
937,8,制造业,国家队;超涨;核高基;国产软硬件;预减;卫星导航
938,26,制造业,含B股的A股;共享单车;超涨
939,21,电力、热力、燃气及水生产和供应业,精准扶贫;融资融券标的;水利水电建设;预增;融资融券;标普道琼斯概念
940,7,制造业,融资融券;国家队;融资融券标的;标普道琼斯概念;员工持股;智慧农业
941,1,制造业,石墨烯;智能手表;次新股
942,22,信息传输、软件和信息技术服务业,融资融券标的;护城河;无人驾驶;智慧城市;科技龙头;阿里巴巴概念;融资融券;核高基;预减;云计算;智慧医疗;自主可控;国产化创新;医疗器械;东北振兴;国产软硬件;举牌
943,20,交通运输、仓储和邮政业,涉矿;融资融券;上海自贸区;浦东新区;长江经济带;上海国资改革;上海本地重组;融资融券标的;物流骨干网;地方国企
944,21,采矿业,锂电池;小金属;西藏振兴;地方国企;盐湖提锂;融资融券;国家队;标普道琼斯概念;融资融券标的;锂矿
945,2,制造业,
946,1,制造业,锂电池;预减;宁德时代产业链;次新股
947,3,制造业,量子技术;超涨
948,3,制造业,最小市值
949,21,房地产业,员工持股;融资融券;互联网金融;融资融券标的;国家队
950,14,制造业,流感;肺炎概念;基金重仓(季调);国产化创新;血液制品;MSCI中盘;医保概念;生物疫苗;股票质押;标普道琼斯概念;护城河;融资融券标的;融资融券;中小创蓝筹;国家队;大盘蓝筹;创新药
951,1,制造业,次新股
952,21,制造业,标普道琼斯概念;油气改革;国家队;二线龙头;股票质押;大盘蓝筹
953,2,制造业,预增
954,21,制造业,地方国企;打板;员工持股;国家队
955,1,信息传输、软件和信息技术服务业,次新股;超涨;预增;互联网营销;小盘成长
956,9,信息传输、软件和信息技术服务业,标普道琼斯概念;可转债;国产软硬件;预增;含可转债;股票质押;员工持股;供应链金融;文化传媒概念;互联网营销;自主可控
957,1,制造业,小盘成长;浦东新区;国产化创新
958,8,建筑业,雄安新区;股票质押;PPP;装饰园林
959,8,制造业,标普道琼斯概念;金融改革;预增;股票质押
960,6,制造业,知识产权;股票质押;高送转概念;智能电网;重组;员工持股
961,8,信息传输、软件和信息技术服务业,5G应用;超涨;国家队;预增;融资融券标的;在线教育;移动互联网入口;融资融券;移动转售
962,14,制造业,摄像头;3D传感;虚拟现实;标普道琼斯概念;基金重仓(季调);消费电子产业;5G应用;超涨;3D玻璃;特斯拉
963,18,制造业,基金重仓(季调);MSCI中盘;大飞机;国企混改;预增;融资融券标的;国家队;通用航空;航母;高端装备制造;融资融券;央企;标普道琼斯概念
964,11,信息传输、软件和信息技术服务业,5G应用;标普道琼斯概念;股票质押;含可转债;二线龙头;MSCI中盘;IP流量变现;电子竞技;券商重仓;网络游戏;超涨
965,19,制造业,地方国企;低价小市值;超涨
966,3,制造业,
967,3,制造业,预增;二胎政策
968,2,金融业,标普道琼斯概念;融资融券标的;一线龙头;地方国企;融资融券
969,19,制造业,券商重仓;出口型企业;网络游戏;禽流感;草甘膦
970,9,交通运输、仓储和邮政业,标普道琼斯概念;地方国企;一带一路;融资融券标的;融资融券;含H股的A股;成渝特区
971,16,制造业,医保概念;融资融券;地方国企;标普道琼斯概念;超涨;医疗改革;国家队;预增;医疗器械;融资融券标的
972,1,制造业,近端次新股;次新股
973,14,制造业,增持;基因检测;健康中国;智慧医疗;融资融券标的;虫害防治;融资融券;标普道琼斯概念
974,12,信息传输、软件和信息技术服务业,融资融券;科技龙头;5G应用;标普道琼斯概念;护城河;融资融券标的;电子政务;数字中国;云计算;国家队;超涨;高送转概念;人工智能;行业龙头;国产软硬件;金融科技
